,balance,equity,balance_btc,equity_btc
14760,587.735329322001,582.473310282001,0.0,3.5431503058028753
14820,587.9347454260011,587.725909322001,0.0,-0.009419999999999804
14880,588.1326476740011,587.8754054260011,0.0,-0.0593399999999992
14940,593.1062884087754,587.5955876740011,0.0,-0.5370600000000009
15000,598.2633375840013,594.9860713120013,0.0,1.8797829032258666
15060,598.2633375840013,598.1820575840013,0.0,-0.0812799999999993
15120,598.5656650260012,598.1097375840013,0.0,-0.15359999999999902
15180,598.7334867080011,598.4677450260012,0.0,-0.0979199999999998
15240,598.7334867080011,600.7912767080011,0.0,2.057790000000003
15300,598.7334867080011,600.1892067080012,0.0,1.4557200000000032
15360,602.9206740120011,597.7513167080011,0.0,-0.9821699999999953
15420,603.1283000840011,602.901304012001,0.0,-0.01937000000000022
15480,603.1283000840011,603.0635100840011,0.0,-0.06479000000000154
15540,603.1283000840011,603.0072500840012,0.0,-0.12105000000000124
15600,603.1206017080011,602.9707100840011,0.0,-0.15759000000000056
15660,603.9050908080011,603.246221708001,0.0,0.12562000000000179
15720,604.1178912040011,603.7593108080011,0.0,-0.14578000000000074
15780,604.1135779200011,603.8383912040011,0.0,-0.2794999999999998
15840,604.1135779200011,603.9045879200012,0.0,-0.20899000000000129
15900,604.1135779200011,603.8671779200012,0.0,-0.24640000000000162
15960,604.6844179840011,603.9208279200012,0.0,-0.192750000000002
16020,604.6844179840011,604.5632179840011,0.0,-0.12120000000000086
16080,604.6844179840011,604.6178179840011,0.0,-0.0666000000000013
16140,604.6844179840011,604.6253179840011,0.0,-0.05910000000000065
16200,604.6844179840011,604.6115179840011,0.0,-0.07290000000000152
16260,604.6844179840011,604.5785179840011,0.0,-0.10590000000000134
16320,604.6844179840011,604.6289179840012,0.0,-0.055500000000001576
16380,604.6767650500011,604.5284179840012,0.0,-0.15600000000000075
16440,604.9868260860011,604.1211050500011,0.0,-0.555660000000002
16500,604.9868260860011,604.3697060860011,0.0,-0.6171200000000029
16560,605.5534896480011,604.7179560860011,0.0,-0.2688700000000015
16620,606.0386712020011,605.0871896480012,0.0,-0.46630000000000055
16680,612.431099436514,585.7426412020011,0.0,-20.296029999999938
16740,612.431099436514,611.4487186160013,0.0,-0.982380820512774
16800,618.5205492760012,613.6005186160013,0.0,1.1694191794872346
16860,618.5161747420012,618.4207092760013,0.0,-0.09983999999999923
16920,618.7330959400012,618.4933147420013,0.0,-0.022859999999998465
16980,618.7225236200012,618.4182159400012,0.0,-0.31488000000000055
17040,618.7181118860012,618.4776836200012,0.0,-0.24484000000000092
17100,618.9324788880012,619.0588718860012,0.0,0.3407599999999967
17160,619.1453886000013,618.8997588880012,0.0,-0.03272000000000161
17220,619.3635947520013,618.9474286000013,0.0,-0.1979600000000023
17280,619.3591844560013,617.9145947520013,0.0,-1.4489999999999994
17340,619.7885745060014,619.2291444560013,0.0,-0.13004000000000332
17400,620.0018058880014,618.9405145060014,0.0,-0.8480600000000067
17460,619.9938770620014,619.7659658880015,0.0,-0.2358400000000042
17520,619.9938770620014,620.0961470620014,0.0,0.10226999999999745
17580,619.9938770620014,620.1000470620013,0.0,0.1061699999999976
17640,620.5864071460013,620.0498670620015,0.0,0.055989999999997264
17700,620.5864071460013,620.1302471460012,0.0,-0.45616000000000334
17760,620.5785400740014,620.1782471460014,0.0,-0.4081599999999993
17820,620.5785400740014,620.8375000740014,0.0,0.2589600000000063
17880,620.5785400740014,620.7930400740014,0.0,0.21450000000000655
17940,620.5785400740014,620.7834200740014,0.0,0.2048800000000059
18000,621.3874045540013,620.7517000740014,0.0,0.17316000000000592
18060,621.3795053440012,620.3926045540013,0.0,-0.9948000000000023
18120,622.7768925140012,621.0529753440012,0.0,-0.32653000000000043
18180,622.7768925140012,620.9577725140012,0.0,-1.8191199999999996
18240,622.7768925140012,621.4849325140013,0.0,-1.2919599999999933
18300,622.7662752320012,622.1133225140012,0.0,-0.6635699999999989
18360,622.7662752320012,622.2912652320013,0.0,-0.47500999999999466
18420,622.7662752320012,622.4013652320012,0.0,-0.3649099999999945
18480,622.7662752320012,622.3317652320012,0.0,-0.4345099999999942
18540,622.7662752320012,622.3518652320013,0.0,-0.4144099999999941
18600,624.1717888480013,622.4094652320013,0.0,-0.3568099999999941
18660,624.1717888480013,622.1404888480012,0.0,-2.031299999999995
18720,624.1717888480013,622.8166288480012,0.0,-1.3551599999999966
18780,624.1717888480013,622.8051688480012,0.0,-1.3666199999999968
18840,624.1717888480013,623.1699788480013,0.0,-1.001809999999999
18900,624.1717888480013,622.8299988480012,0.0,-1.3417899999999938
18960,624.1717888480013,622.2703688480012,0.0,-1.9014199999999992
19020,624.1717888480013,622.5492288480012,0.0,-1.6225599999999976
19080,624.1717888480013,622.6409088480012,0.0,-1.5308799999999942
19140,624.1717888480013,622.9789788480012,0.0,-1.1928099999999948
19200,624.1717888480013,623.1241388480012,0.0,-1.047649999999994
19260,624.1611560960013,623.5729888480013,0.0,-0.598799999999995
19320,624.1611560960013,623.7547460960013,0.0,-0.4064099999999944
19380,624.1611560960013,623.7523460960014,0.0,-0.40880999999999407
19440,624.1611560960013,623.7673460960012,0.0,-0.3938099999999939
19500,624.1611560960013,623.7616460960013,0.0,-0.39950999999999337
19560,625.8904585940012,623.9161460960013,0.0,-0.2450099999999944
19620,625.8904585940012,623.6552885940011,0.0,-2.23517
19680,625.8904585940012,623.5792885940012,0.0,-2.311169999999999
19740,625.8904585940012,623.2866885940012,0.0,-2.6037699999999986
19800,625.8904585940012,623.4215885940012,0.0,-2.4688699999999955
19860,625.8904585940012,623.5678885940013,0.0,-2.3225699999999994
19920,625.8456131900011,623.7312885940012,0.0,-2.159169999999995
19980,625.8456131900011,623.6404831900011,0.0,-2.205130000000008
20040,625.8456131900011,621.6207031900011,0.0,-4.224910000000012
20100,627.2582208020011,622.0672531900011,0.0,-3.778360000000003
20160,627.2582208020011,621.308460802001,0.0,-5.949760000000024
20220,627.2582208020011,620.1306908020011,0.0,-7.127530000000005
20280,627.2582208020011,620.7058808020012,0.0,-6.552340000000015
20340,627.9052847360011,619.025960802001,0.0,-8.232260000000025
20400,627.9052847360011,612.4221447360011,0.0,-15.483140000000015
20460,628.5417434900012,612.8498447360012,0.0,-15.055440000000008
20520,634.1067461040011,609.7520334900012,0.0,-18.789710000000014
20580,638.4921752180011,629.2664261040011,0.0,-4.840320000000022
20640,638.4921752180011,636.385705218001,0.0,-2.1064699999999963
20700,638.4921752180011,636.7143452180011,0.0,-1.777830000000001
20760,639.1507508900011,635.7492252180011,0.0,-2.7429499999999982
20820,639.481294866001,634.446960890001,0.0,-4.7037899999999935
20880,640.913886592001,634.521114866001,0.0,-4.960180000000002
20940,641.233445068001,635.387436592001,0.0,-5.52645
21000,642.6788281580009,636.466835068001,0.0,-4.766609999999995
21060,642.6788281580009,636.1928881580009,0.0,-6.485939999999998
21120,643.3457108980009,636.0862881580009,0.0,-6.592539999999998
21180,644.7805227180008,634.4818808980009,0.0,-8.863829999999998
21240,644.7371777740009,637.9371127180009,0.0,-6.843409999999994
21300,644.7371777740009,638.0895077740008,0.0,-6.647670000000032
21360,646.6966811580008,638.5500377740008,0.0,-6.187140000000041
21420,646.6884775820008,647.0406311580009,0.0,0.34395000000001075
21480,653.0583010044029,648.8642375820008,0.0,2.175760000000022
21540,653.126428160403,655.9324333460006,0.0,2.874132341597789
21600,666.1094603680007,635.6631105020008,0.0,-17.463317658402126
21660,666.0981077280006,665.8632203680007,0.0,-0.24623999999999854
21720,667.8179472220006,665.3740277280007,0.0,-0.7240799999999836
21780,667.8146758000006,666.6243058000006,0.0,-1.1903700000000013
21840,668.5038799520006,666.1731758000005,0.0,-1.6414999999999993
21900,668.4924929440006,665.6714099520007,0.0,-2.8324700000000043
21960,669.9987294240007,666.0998029440005,0.0,-2.392689999999988
22020,670.3312475740006,665.9627394240007,0.0,-4.035989999999997
22080,673.3477354000006,666.4619075740006,0.0,-3.869340000000005
22140,673.6946420160006,668.3735454000006,0.0,-4.974189999999992
22200,692.2523451040007,668.1772720160005,0.0,-5.51736999999999
22260,697.0199270840009,692.3035451040007,0.0,0.05120000000000005
22320,709.099001162001,696.5777870840009,0.0,-0.44213999999999487
22380,709.453202824001,709.031361162001,0.0,-0.06763999999999896
22440,712.645007436001,709.942152824001,0.0,0.48895000000000355
22500,713.9319992840011,712.8041274360011,0.0,0.15912000000000048
22560,713.9198338120011,713.673599284001,0.0,-0.25840000000000035
22620,713.7478288800012,712.7643138120011,0.0,-1.1555199999999946
22680,713.7478288800012,691.908748880001,0.0,-21.839080000000195
22740,719.9698698800504,709.080748880001,0.0,-4.667080000000215
22800,726.243732590001,720.773756364001,0.0,0.8038864839505594
22860,729.7371960620007,726.2101925900009,0.0,-0.03354000000000219
22920,737.9053358080009,724.3921560620007,0.0,-5.345040000000003
22980,738.145949284001,721.3747358080009,0.0,-16.53060000000003
23040,738.9103508300009,723.235669284001,0.0,-14.910280000000014
23100,738.9067612700009,689.3065008300009,0.0,-49.603849999999944
23160,752.6958599500007,722.3989712700009,0.0,-16.507790000000014
23220,752.6830480460006,749.7881399500008,0.0,-2.907719999999997
23280,753.3562349380007,750.3784580460007,0.0,-2.3045899999999917
23340,759.8817360220008,755.6313949380008,0.0,2.2751599999999614
23400,761.0784862780007,759.3175097640008,0.0,-0.5605099999999997
23460,776.4859671180006,756.4735362780008,0.0,-4.60494999999996
23520,776.4437514900006,774.3723371180007,0.0,-2.113629999999989
23580,783.8324923260008,772.7415414900006,0.0,-3.7022099999999982
23640,784.3623893140007,783.6961723260008,0.0,-0.13632000000000147
23700,784.9103899940006,784.8384293140007,0.0,0.4760399999999855
23760,787.4060193340006,784.0943899940006,0.0,-0.8160000000000082
23820,787.8122491520006,785.9320293340006,0.0,-1.4739900000000015
23880,787.8122491520006,785.9196191520007,0.0,-1.8926299999999991
23940,789.5776636320006,784.9423991520007,0.0,-2.8698499999999982
24000,789.9667345000007,786.4554961920006,0.0,-3.118319999999997
24060,792.1403888400009,786.2567845000008,0.0,-3.709949999999983
24120,795.3634709380009,787.9905188400008,0.0,-4.149870000000019
24180,795.3533443780009,794.1608709380009,0.0,-1.2025999999999846
24240,800.9235482120008,797.4614543780009,0.0,2.1081099999999995
24300,801.3369140360007,798.6183082120008,0.0,-2.3052400000000084
24360,801.3369140360007,798.0228740360006,0.0,-3.3140400000000105
24420,801.3369140360007,799.1241140360007,0.0,-2.2128000000000076
24480,801.3369140360007,798.8011940360007,0.0,-2.53572000000001
24540,801.3369140360007,797.6944340360006,0.0,-3.6424800000000097
24600,801.3232533320007,799.0744340360008,0.0,-2.26248000000001
24660,803.8789687760006,799.9206933320007,0.0,-1.4025600000000111
24720,809.4657505180006,803.5453087760005,0.0,-0.3336600000000786
24780,812.0381478900006,808.9080505180006,0.0,-0.5577000000000063
24840,813.3636508760005,810.4864478900006,0.0,-1.551699999999991
24900,813.3139729220005,810.5935008760005,0.0,-2.770150000000029
24960,813.8807760380006,813.4442829220005,0.0,0.130310000000031
25020,813.7285982780006,810.1416260380006,0.0,-3.7391499999999542
25080,813.5796554300006,797.6922982780009,0.0,-16.03629999999981
25140,813.5796554300006,776.4485154300007,0.0,-37.13113999999987
25200,813.5796554300006,785.4372954300007,0.0,-28.14235999999981
25260,816.5805354777488,770.6179554300007,0.0,-42.961699999999794
25320,816.3894059097488,807.9503374980007,0.0,-8.630197979748042
25380,816.3894059097488,737.1702579300008,0.0,-79.219147979748
25440,816.3894059097488,737.9707579300009,0.0,-78.41864797974787
25500,816.3894059097488,734.8488079300008,0.0,-81.540597979748
25560,816.3894059097488,725.4829579300008,0.0,-90.90644797974807
25620,805.9365132952202,663.8444579300008,0.0,-152.54494797974803
25680,776.4495386070714,711.2830075320007,0.0,-94.65350576321939
25740,772.8452395127888,728.4643828260007,0.0,-47.985155781070745
25800,772.8452395127888,753.5597384140005,0.0,-19.28550109878824
