,balance,equity,balance_btc,equity_btc
10800,532.1730877279998,529.2475177279998,0.0,-2.9255699999999862
10860,532.1730877279998,529.5802277279998,0.0,-2.5928599999999817
10920,532.1730877279998,529.4430277279998,0.0,-2.7300599999999786
10980,532.1730877279998,529.8374777279998,0.0,-2.3356099999999844
11040,533.9279112219999,528.7673177279999,0.0,-3.4057699999999764
11100,533.9279112219999,531.360751222,0.0,-2.567159999999978
11160,534.473960382,529.0700212219999,0.0,-4.857889999999993
11220,534.473960382,531.494020382,0.0,-2.9799399999999836
11280,537.575809306,530.608660382,0.0,-3.8652999999999866
11340,537.575809306,534.369639306,0.0,-3.2061700000000055
11400,537.566339554,533.8043893060001,0.0,-3.771420000000011
11460,537.566339554,535.390159554,0.0,-2.176180000000008
11520,537.566339554,534.101009554,0.0,-3.4653300000000153
11580,537.566339554,535.7528695540001,0.0,-1.8134700000000148
11640,537.566339554,535.9451495540001,0.0,-1.6211900000000128
11700,537.566339554,536.281639554,0.0,-1.2847000000000053
11760,537.566339554,536.320969554,0.0,-1.2453700000000192
11820,539.33872092,536.2641595540001,0.0,-1.3021800000000112
11880,539.33872092,537.50602092,0.0,-1.832699999999996
11940,539.305952142,537.7020409200001,0.0,-1.6366799999999972
12000,542.214824582,539.1372121420001,0.0,-0.16873999999998424
12060,542.44661525,541.683084582,0.0,-0.5317399999999921
12120,542.7013176820001,541.22850525,0.0,-1.2181099999999958
12180,542.7013176820001,539.4444476820001,0.0,-3.2568699999999877
12240,542.7013176820001,538.1057976820001,0.0,-4.59552
12300,542.9289685660002,539.1636576820001,0.0,-3.5376599999999825
12360,543.1716286400002,533.9340685660003,0.0,-8.994899999999998
12420,543.1716286400002,537.6669986400002,0.0,-5.504630000000012
12480,544.1366254920002,532.7612060160002,0.0,-11.37867000000002
12540,544.1270666160002,536.5752554920002,0.0,-7.5613699999999975
12600,544.1270666160002,538.2249966160001,0.0,-5.902070000000032
12660,544.1270666160002,539.9830766160003,0.0,-4.1439900000000165
12720,544.1270666160002,537.5067566160002,0.0,-6.620310000000034
12780,544.1270666160002,539.1361966160002,0.0,-4.990870000000023
12840,547.0603645700002,542.5451566160002,0.0,-1.5819100000000084
12900,547.0540754580002,546.4635345700002,0.0,-0.5968300000000031
12960,550.7406740120001,548.2560454580001,0.0,1.2019699999999853
13020,551.2446855820001,544.9843840120002,0.0,-5.7562899999999715
13080,598.7368964400002,541.5249155820001,0.0,-9.719769999999974
13140,599.0072508840003,585.5629864400001,0.0,-13.173910000000012
13200,599.0072508840003,593.1623208840002,0.0,-5.844930000000038
13260,602.4073758020003,593.3306008840002,0.0,-5.676650000000046
13320,603.2168789700003,598.4808258020003,0.0,-3.9265500000000078
13380,603.2099511300003,593.1999989700003,0.0,-10.01688000000001
13440,603.8272585240002,594.7346211300003,0.0,-8.475330000000021
13500,604.8125577460002,591.4015565640002,0.0,-13.054480000000025
13560,605.4067497340001,588.7470677460002,0.0,-16.065489999999993
13620,608.3955035800001,591.488849734,0.0,-13.91790000000001
13680,611.140468454,585.9794362800001,0.0,-22.413220000000024
13740,611.140468454,593.260278454,0.0,-17.88019000000003
13800,613.712356372,592.767798454,0.0,-18.372670000000024
13860,613.712356372,602.4838363719999,0.0,-11.228520000000136
13920,613.712356372,602.679336372,0.0,-11.033020000000134
13980,613.712356372,603.7467663719999,0.0,-9.965590000000136
14040,613.712356372,602.2648763719999,0.0,-11.447480000000127
14100,613.712356372,602.8982963719999,0.0,-10.814060000000131
14160,617.028155288,601.392946372,0.0,-12.319410000000138
14220,618.403417922,594.869305288,0.0,-22.1588500000001
14280,618.69093718,594.573887922,0.0,-23.82953000000008
14340,618.69093718,594.4250971799999,0.0,-24.26584000000005
14400,618.6800344,592.7740871799999,0.0,-25.916850000000093
14460,619.780907824,596.6146743999999,0.0,-22.065360000000062
14520,619.780907824,596.6203578239999,0.0,-23.160550000000065
14580,619.780907824,596.4198978239999,0.0,-23.36101000000009
14640,620.3610200699999,591.2079378239999,0.0,-28.572970000000048
14700,619.1107524714783,578.0648800699998,0.0,-42.29614000000006
14760,622.0858884332456,611.9957778859998,0.0,-7.114974585478597
14820,622.7338652179998,620.8999847779996,0.0,-1.1859036552459195
14880,626.0505602179998,620.5398552179998,0.0,-2.1940100000000258
14940,626.6034768439998,624.1652902179998,0.0,-1.8852699999999765
15000,630.0074522879999,620.7290768439999,0.0,-5.874399999999997
15060,630.6551492699998,630.0162722879999,0.0,0.008820000000018535
15120,631.4975628839999,631.0504392699999,0.0,0.3952900000000166
15180,632.5872847799999,630.0869328839999,0.0,-1.4106299999999874
15240,632.8710359339998,631.0517547799999,0.0,-1.5355300000000105
15300,632.8710359339998,630.3591059339998,0.0,-2.511930000000002
15360,632.8710359339998,629.2105559339998,0.0,-3.6604800000000015
15420,632.8710359339998,630.9682559339998,0.0,-1.9027800000000012
15480,632.8710359339998,631.0333559339998,0.0,-1.8376799999999878
15540,632.8710359339998,631.9354559339997,0.0,-0.9355799999999922
15600,634.9595337899998,632.5213559339998,0.0,-0.3496800000000033
15660,634.9522653099998,632.9476437899998,0.0,-2.011889999999994
15720,634.9269102939998,633.6463753099998,0.0,-1.3058899999999962
15780,634.9269102939998,634.1119602939997,0.0,-0.8149500000000214
15840,634.9269102939998,634.0533302939997,0.0,-0.8735800000000289
15900,634.9269102939998,634.6351202939996,0.0,-0.29179000000002286
15960,637.1936427739997,633.8007702939998,0.0,-1.126140000000017
16020,637.1936427739997,635.6523327739998,0.0,-1.5413099999999864
16080,637.1936427739997,635.8306927739998,0.0,-1.3629499999999877
16140,637.1936427739997,635.8551927739998,0.0,-1.3384499999999853
16200,637.1936427739997,635.8101127739998,0.0,-1.3835299999999884
16260,637.1936427739997,635.7023127739998,0.0,-1.491329999999988
16320,637.1936427739997,635.8669527739997,0.0,-1.3266899999999886
16380,637.8113007399998,635.5386527739997,0.0,-1.6549899999999862
16440,638.0063654779998,633.7557507399997,0.0,-4.055550000000019
16500,637.9990340639998,635.0889854779997,0.0,-2.9173800000000223
16560,637.9990340639998,637.0618140639998,0.0,-0.9372200000000099
16620,642.2942931339998,639.6688340639998,0.0,1.6697999999999977
16680,642.5838397119998,627.4297431339998,0.0,-14.864550000000001
16740,642.5838397119998,631.2281797119998,0.0,-11.355659999999991
16800,642.5838397119998,632.8507797119997,0.0,-9.733059999999986
16860,642.5838397119998,635.5744297119998,0.0,-7.009409999999992
16920,642.5838397119998,634.9137997119998,0.0,-7.670039999999975
16980,642.5838397119998,631.6801897119998,0.0,-10.903650000000015
17040,642.5838397119998,630.9963797119997,0.0,-11.587459999999986
17100,642.5838397119998,633.0825797119999,0.0,-9.50125999999999
17160,642.5838397119998,631.2049997119998,0.0,-11.378839999999979
17220,643.7235559639998,630.5907297119998,0.0,-11.993109999999987
17280,643.7122496419998,625.848915964,0.0,-17.87463999999998
17340,644.8550713299998,632.6927196419999,0.0,-11.019529999999996
17400,644.8550713299998,629.1447213299998,0.0,-15.71035000000002
17460,644.8436478099998,633.7342713299998,0.0,-11.12080000000001
17520,644.8436478099998,635.4617978099998,0.0,-9.381850000000002
17580,644.8436478099998,635.6350478099997,0.0,-9.208599999999995
17640,644.8436478099998,633.4058978099997,0.0,-11.437750000000012
17700,644.8436478099998,632.4703478099997,0.0,-12.373300000000006
17760,644.8436478099998,632.7590978099998,0.0,-12.084549999999982
17820,644.8436478099998,637.6909478099998,0.0,-7.152699999999986
17880,644.8436478099998,635.7158978099998,0.0,-9.12774999999998
17940,644.8436478099998,635.2885478099997,0.0,-9.555100000000008
18000,645.9978242899998,633.8794478099998,0.0,-10.964200000000007
18060,645.9864132499998,630.7415242899999,0.0,-15.256299999999985
18120,645.9864132499998,640.1073632499998,0.0,-5.8790500000000065
18180,645.9864132499998,642.0824132499998,0.0,-3.9039999999999724
18240,645.9864132499998,638.8946132499998,0.0,-7.091800000000012
18300,645.9864132499998,635.0946632499998,0.0,-10.891749999999979
18360,645.9864132499998,635.0369132499998,0.0,-10.949500000000006
18420,645.9864132499998,639.2757632499998,0.0,-6.710649999999997
18480,645.9864132499998,636.5961632499998,0.0,-9.39024999999999
18540,645.9864132499998,637.3700132499998,0.0,-8.616399999999986
18600,645.9864132499998,639.5876132499998,0.0,-6.398799999999985
18660,645.9864132499998,643.5030632499999,0.0,-2.483350000000001
18720,645.9864132499998,639.4143632499998,0.0,-6.572049999999992
18780,645.9864132499998,639.4836632499998,0.0,-6.502749999999989
18840,645.9864132499998,637.2776132499998,0.0,-8.708799999999975
18900,645.9864132499998,639.3335132499999,0.0,-6.652900000000009
18960,645.9864132499998,642.7176632499998,0.0,-3.268749999999976
19020,645.9864132499998,641.0313632499998,0.0,-4.955049999999985
19080,645.9864132499998,640.4769632499998,0.0,-5.509450000000006
19140,645.9864132499998,638.4326132499998,0.0,-7.553800000000002
19200,645.9864132499998,637.5548132499998,0.0,-8.431600000000007
19260,645.9864132499998,634.8405632499998,0.0,-11.145850000000001
19320,645.9864132499998,633.8241632499999,0.0,-12.162250000000013
19380,645.9864132499998,633.7317632499999,0.0,-12.254650000000002
19440,645.9864132499998,634.3092632499998,0.0,-11.677149999999994
19500,645.9864132499998,634.0898132499998,0.0,-11.896599999999975
19560,650.1329323219999,640.0380632499998,0.0,-5.948350000000009
19620,650.1254152019999,649.4160323219998,0.0,-0.7169000000000425
19680,650.79456907,649.4381152019998,0.0,-0.6873000000000253
19740,650.79456907,648.1349090699999,0.0,-2.659660000000023
19800,650.79456907,648.80372907,0.0,-1.9908400000000088
19860,650.79456907,649.5290690699999,0.0,-1.2655000000000258
19920,654.271640668,650.33918907,0.0,-0.45538000000000634
19980,656.407143808,654.1345306679999,0.0,-0.1371100000000126
20040,656.407143808,656.1078638079999,0.0,-0.29928000000000105
20100,656.39561959,656.118913808,0.0,-0.2882300000000009
20160,656.5947653640001,656.06196959,0.0,-0.3336500000000079
20220,656.5947653640001,655.7677253640001,0.0,-0.8270400000000007
20280,656.7949919140001,655.9346753640001,0.0,-0.6600900000000037
20340,657.346277296,655.435901914,0.0,-1.3590900000000081
20400,657.346277296,650.980407296,0.0,-6.36587000000003
20460,658.9201392080001,651.441007296,0.0,-5.905270000000025
20520,663.6114975260002,648.285179208,0.0,-10.63496000000006
20580,667.4119509000003,656.4343575260002,0.0,-7.177140000000036
20640,670.9799056760003,665.0023509000004,0.0,-2.4095999999999926
20700,671.6639682240003,670.9361656760003,0.0,-0.04374000000000691
20760,672.3120531920003,670.5384282240003,0.0,-1.1255399999999987
20820,673.9113093900004,667.2493331920004,0.0,-5.062719999999953
20880,676.3017981520005,667.6544235560004,0.0,-6.249109999999984
20940,676.8856416840006,667.0572281520006,0.0,-9.24456999999999
21000,679.1066700060005,669.9979616840005,0.0,-6.887679999999971
21060,679.1066700060005,665.0605700060005,0.0,-14.046099999999987
21120,680.6311684640006,664.4084900060005,0.0,-14.698179999999983
21180,682.8336233320005,655.6583484640006,0.0,-24.972819999999988
21240,682.8336233320005,668.2350233320005,0.0,-14.59859999999998
21300,685.0534278540006,669.2043233320004,0.0,-13.629299999999981
21360,685.0181698980006,672.2559678540006,0.0,-12.797459999999989
21420,685.0181698980006,678.1978698980006,0.0,-6.820299999999991
21480,685.0181698980006,677.4804698980006,0.0,-7.537699999999998
21540,688.9936862900006,679.5187298980006,0.0,-5.499439999999995
21600,688.9815140420006,672.2668662900005,0.0,-16.726820000000053
21660,690.2091412580006,680.0624740420005,0.0,-8.919040000000079
21720,691.4133209260007,676.1198612580005,0.0,-14.08928000000007
21780,691.3714635860007,688.0110409260005,0.0,-3.402280000000083
21840,695.3350628720005,689.8076035860006,0.0,-1.5638600000000986
21900,697.7938553320006,688.0230428720005,0.0,-7.3120200000000395
21960,698.5127784940006,692.7723753320005,0.0,-5.021480000000006
22020,698.9018324360006,684.4880584940006,0.0,-14.024719999999999
22080,702.6324831800007,687.0957624360005,0.0,-11.806070000000052
22140,702.8376063620007,684.2273931800006,0.0,-18.405090000000023
22200,706.5604225280007,683.3517363620006,0.0,-19.485870000000045
22260,709.7378695400007,694.2587025280008,0.0,-12.301719999999989
22320,711.4376796700006,677.4253882920007,0.0,-32.307480000000055
22380,713.8795260675831,676.9036796700003,0.0,-34.53400000000028
22440,717.0504933400003,711.6752267020003,0.0,-2.2042993655829024
22500,717.9615239940003,715.3714233400003,0.0,-1.6790699999999954
22560,721.8151120200004,718.1356539940003,0.0,0.17412999999999684
22620,724.0715843780005,719.9731220200003,0.0,-1.8419899999999991
22680,725.3480702100005,708.8491843780005,0.0,-15.2224
22740,725.3352892020005,716.8993502100005,0.0,-8.448720000000009
22800,726.6117842340005,719.4503492020004,0.0,-5.884939999999971
22860,739.0775247140004,725.4523842340005,0.0,-1.1594000000000177
22920,746.0588720560006,711.4978647140006,0.0,-27.57965999999997
22980,755.0048040080004,715.0143720560005,0.0,-31.044500000000003
23040,762.3909773520005,754.8281140080004,0.0,-0.1766900000000111
23100,766.2309193660005,762.0672173520005,0.0,-0.32375999999999067
23160,772.3076979680006,765.5612793660006,0.0,-0.6696400000000038
23220,773.0704972060006,763.7175779680007,0.0,-8.590120000000017
23280,779.7526185440007,766.2008972060006,0.0,-6.869599999999985
23340,781.1354072800007,779.2235885440008,0.0,-0.5290299999999605
23400,785.6126621240007,781.4695272800006,0.0,0.3341200000000075
23460,788.7481474800009,774.9088421240009,0.0,-10.703819999999936
23520,789.4729480300009,764.8736246380009,0.0,-24.25009999999992
23580,789.4250602700009,760.207728030001,0.0,-29.26521999999992
23640,793.6895106060009,773.993680270001,0.0,-15.431379999999917
23700,795.106357206001,775.846010606001,0.0,-17.84349999999993
23760,795.415700530001,770.821177206001,0.0,-24.285179999999908
23820,799.7169826640011,785.8821005300011,0.0,-9.53359999999994
23880,800.779869746001,794.951552664001,0.0,-4.76542999999999
23940,800.7476608100011,790.3853197460011,0.0,-10.394549999999995
24000,803.5893166660011,792.1305708100011,0.0,-8.617089999999997
24060,807.516716480001,794.983336666001,0.0,-8.605980000000029
24120,807.476171252001,794.377316480001,0.0,-13.139399999999991
24180,807.476171252001,796.8870012520009,0.0,-10.589170000000003
24240,812.140244992001,798.208651252001,0.0,-9.267520000000005
24300,812.976188746001,795.186014992001,0.0,-16.95423
24360,813.214101874001,792.649578746001,0.0,-20.326610000000006
24420,813.214101874001,798.0824218740009,0.0,-15.131680000000005
24480,814.055856974001,796.643321874001,0.0,-16.570780000000013
24540,814.013535926001,791.683716974001,0.0,-22.372139999999998
24600,814.013535926001,799.179835926001,0.0,-14.833700000000004
24660,814.013535926001,799.978395926001,0.0,-14.03514
24720,814.013535926001,801.892335926001,0.0,-12.121200000000005
24780,814.013535926001,800.3906959260011,0.0,-13.622840000000004
24840,818.300479640001,799.192855926001,0.0,-14.820680000000005
24900,818.281150008001,801.8966344880008,0.0,-16.398940000000078
24960,821.187713408001,806.2266300080009,0.0,-12.054520000000045
25020,821.5732411900009,803.4627234080009,0.0,-17.724990000000034
25080,822.3422013640007,792.9191611900009,0.0,-28.654080000000018
25140,822.3276793240008,784.9320413640006,0.0,-37.41016000000012
25200,822.3276793240008,787.5226293240007,0.0,-34.805050000000094
25260,822.3276793240008,784.5031293240006,0.0,-37.824550000000094
25320,825.3960326700006,789.5686293240007,0.0,-32.759050000000116
25380,827.2285613080006,742.4182026700005,0.0,-82.97783000000017
25440,829.0852605760006,745.3591913080005,0.0,-81.86937000000005
25500,830.5621023120007,743.9190805760004,0.0,-85.16618000000015
25560,831.3302648100007,736.9890923120005,0.0,-93.57301000000021
25620,825.2520095474712,683.2903348100006,0.0,-148.03993000000008
25680,825.2520095474712,725.9147601860008,0.0,-99.33724936147043
25740,829.6626336394711,739.6385801860009,0.0,-85.6134293614703
25800,829.6626336394711,739.6079942780007,0.0,-90.05463936147035
25860,829.6479278314711,752.1273784700007,0.0,-77.52054936147039
25920,831.1330020714711,786.1166884700006,0.0,-43.531239361470455
25980,831.1330020714711,741.7694227100005,0.0,-89.36357936147049
26040,831.1183081194711,746.2000027100008,0.0,-84.93299936147031
26100,833.7801119814712,760.4618587580005,0.0,-70.6564493614705
26160,835.3149551854713,655.5291259900009,0.0,-178.24599936147033
26220,835.3099412554712,602.763525824001,0.0,-232.55142936147024
26280,835.2951968674712,628.2381318940008,0.0,-207.07180936147032
26340,837.5719548814712,629.1057375060011,0.0,-206.18945936147017
26400,837.9631829374712,554.8110255200011,0.0,-282.76092936147023
